Velocity Posterior2,Amplitude
0.0,324598112.0
0.02371916508538899,73119920.0
0.04743833017077798,12608541.0
0.07115749525616698,10780104.0
0.09487666034155597,11669848.0
0.11859582542694495,10300051.0
0.14231499051233396,10107078.0
0.16603415559772294,9016742.0
0.18975332068311193,7943139.5
0.21347248576850092,7281489.0
0.2371916508538899,6260000.0
0.2609108159392789,4992182.0
0.2846299810246679,4184148.75
0.30834914611005687,3664958.25
0.3320683111954459,3619282.75
0.35578747628083485,3648611.5
0.37950664136622386,3792000.25
0.4032258064516129,3863452.5
0.42694497153700184,3814927.25
0.45066413662239085,3753703.5
0.4743833017077798,3527176.5
0.49810246679316883,3293779.5
0.5218216318785578,2981180.25
0.5455407969639468,2748473.75
0.5692599620493358,2498235.0
0.5929791271347248,2370158.75
0.6166982922201137,2364964.25
0.6404174573055028,2372101.25
0.6641366223908918,2387184.0
0.6878557874762807,2379093.75
0.7115749525616697,2357345.75
0.7352941176470588,2286091.5
0.7590132827324477,2188919.75
0.7827324478178367,2057421.5
0.8064516129032258,1937806.5
0.8301707779886147,1811316.5
0.8538899430740037,1723981.375
0.8776091081593926,1659087.0
0.9013282732447817,1633294.875
0.9250474383301707,1642758.75
0.9487666034155596,1634795.125
0.9724857685009487,1633620.5
0.9962049335863377,1624925.75
1.0199240986717266,1608288.875
1.0436432637571156,1571382.875
1.0673624288425045,1530395.75
1.0910815939278935,1452126.125
1.1148007590132827,1391435.0
1.1385199240986716,1336636.25
1.1622390891840606,1279405.875
1.1859582542694496,1235476.375
1.2096774193548385,1191873.625
1.2333965844402275,1168099.125
1.2571157495256164,1128989.5
1.2808349146110056,1107184.875
1.3045540796963946,1089056.625
1.3282732447817835,1072642.5
1.3519924098671725,1054265.125
1.3757115749525615,1042999.9375
1.3994307400379504,1016758.0
1.4231499051233394,997486.875
1.4468690702087286,987160.0625
1.4705882352941175,971614.6875
1.4943074003795065,961934.5625
1.5180265654648954,956252.0
1.5417457305502844,941592.0
1.5654648956356734,926659.75
1.5891840607210623,917753.375
1.6129032258064515,907005.6875
1.6366223908918405,888800.125
1.6603415559772294,868549.5625
1.6840607210626184,847792.8125
1.7077798861480074,830880.75
1.7314990512333963,823306.5625
1.7552182163187853,812379.875
1.7789373814041745,811956.125
1.8026565464895634,812419.625
1.8263757115749524,810213.8125
1.8500948766603413,812515.5
1.8738140417457303,810719.3125
1.8975332068311193,806374.875
1.9212523719165082,795947.0
1.9449715370018974,782743.75
1.9686907020872864,767041.4375
1.9924098671726753,746633.5
2.016129032258064,731827.3125
2.0398481973434532,719355.75
2.0635673624288424,709036.4375
2.087286527514231,702075.875
2.1110056925996203,697038.5
2.134724857685009,693627.375
2.1584440227703983,692518.4375
2.182163187855787,690908.0
2.205882352941176,684338.125
2.2296015180265654,675753.25
2.253320683111954,664277.375
2.2770398481973433,652260.8125
2.300759013282732,641346.5
2.324478178368121,633663.4375
2.34819734345351,622812.75
2.371916508538899,615643.3125
2.3956356736242883,611424.375
2.419354838709677,608522.0
2.4430740037950662,606293.1875
2.466793168880455,602352.9375
2.490512333965844,595614.8125
2.514231499051233,590158.75
2.537950664136622,580642.6875
2.5616698292220113,570254.0
2.5853889943074,563146.9375
2.609108159392789,560613.375
2.632827324478178,556411.125
2.656546489563567,551175.1875
2.680265654648956,547803.9375
2.703984819734345,545288.0625
2.727703984819734,542820.375
2.751423149905123,537358.75
2.775142314990512,532663.75
2.798861480075901,525283.8125
2.82258064516129,517100.5
2.8462998102466788,510075.625
2.870018975332068,507659.25
2.893738140417457,507062.96875
2.917457305502846,505027.375
2.941176470588235,502630.71875
2.964895635673624,500357.4375
2.988614800759013,495313.25
3.0123339658444017,489987.53125
3.036053130929791,484008.90625
3.05977229601518,477410.25
3.083491461100569,470879.5
3.107210626185958,466488.5625
3.1309297912713467,463815.46875
3.154648956356736,463546.6875
3.1783681214421247,464038.78125
3.202087286527514,464430.90625
3.225806451612903,463795.21875
3.2495256166982918,460329.25
3.273244781783681,457417.375
3.2969639468690697,449880.0625
3.320683111954459,440628.09375
3.3444022770398476,432933.21875
3.368121442125237,426833.5625
3.391840607210626,421129.5625
3.4155597722960147,416929.375
3.439278937381404,414440.59375
3.4629981024667926,414902.90625
3.486717267552182,418604.9375
3.5104364326375705,420543.53125
3.5341555977229597,421298.5
3.557874762808349,418715.71875
3.5815939278937376,413412.8125
3.605313092979127,407618.1875
3.6290322580645156,404571.9375
3.6527514231499048,402042.625
3.6764705882352935,397242.40625
3.7001897533206827,392066.96875
3.723908918406072,390545.21875
3.7476280834914606,389650.65625
3.7713472485768498,389290.9375
3.7950664136622385,386581.84375
3.8187855787476277,383179.78125
3.8425047438330164,381380.25
3.8662239089184056,377029.375
3.889943074003795,373699.71875
3.9136622390891835,372821.0
3.9373814041745727,370096.9375
3.9611005692599615,366636.34375
3.9848197343453506,363968.96875
4.008538899430739,361962.375
4.032258064516128,362450.5625
4.055977229601518,361859.96875
4.0796963946869065,362920.3125
4.103415559772295,360072.59375
4.127134724857685,354705.125
4.150853889943074,348999.0625
4.174573055028462,343259.4375
4.198292220113851,338547.625
4.222011385199241,334624.0625
4.245730550284629,330919.4375
4.269449715370018,329994.1875
4.293168880455408,329816.21875
4.3168880455407965,333167.25
4.340607210626185,334757.4375
4.364326375711574,337029.90625
4.388045540796964,336342.40625
4.411764705882352,334884.1875
4.435483870967741,333113.78125
4.459203036053131,332642.4375
4.4829222011385195,330267.5625
4.506641366223908,328298.0
4.530360531309297,326754.125
4.554079696394687,326365.40625
4.577798861480075,323728.875
4.601518026565464,322444.96875
4.625237191650854,321219.65625
4.648956356736242,318408.6875
4.672675521821631,315979.15625
4.69639468690702,310897.6875
4.7201138519924095,306709.78125
4.743833017077798,302546.8125
4.767552182163187,300104.0
4.791271347248577,298049.625
4.814990512333965,297255.34375
4.838709677419354,295426.4375
4.862428842504743,293493.90625
4.8861480075901325,293008.125
4.909867172675521,293007.875
4.93358633776091,292127.15625
4.9573055028463,290858.5625
4.981024667931688,289970.65625
5.004743833017077,290837.90625
5.028462998102466,289144.53125
5.052182163187855,287886.4375
5.075901328273244,286646.625
5.099620493358633,285104.6875
5.1233396584440225,283559.375
5.147058823529411,281785.5
5.1707779886148,281424.9375
5.194497153700189,281398.90625
5.218216318785578,281330.78125
5.241935483870967,281007.9375
5.265654648956356,279705.875
5.2893738140417454,278285.8125
5.313092979127134,275831.15625
5.336812144212523,273910.625
5.360531309297912,272250.65625
5.384250474383301,271671.59375
5.40796963946869,271490.5625
5.431688804554079,272419.625
5.455407969639468,273597.65625
5.479127134724857,273739.71875
5.502846299810246,273224.34375
5.526565464895635,270648.84375
5.550284629981024,268257.875
5.574003795066413,266576.59375
5.597722960151802,265040.03125
5.621442125237191,262860.875
5.64516129032258,258949.171875
5.668880455407969,257182.0
5.6925996204933575,256375.328125
5.716318785578747,257798.0625
5.740037950664136,259862.515625
5.763757115749525,262766.25
5.787476280834914,264652.84375
5.811195445920303,264180.34375
5.834914611005692,261787.203125
5.8586337760910805,259116.4375
5.88235294117647,255836.0
5.906072106261859,253475.921875
5.929791271347248,251131.5625
5.953510436432637,249369.28125
5.977229601518026,248538.859375
6.000948766603415,247103.09375
6.024667931688803,249895.96875
6.048387096774193,251641.75
6.072106261859582,253210.9375
6.0958254269449705,255387.421875
6.11954459203036,256084.8125
6.143263757115749,254879.03125
6.166982922201138,252064.9375
6.190702087286526,248045.96875
6.214421252371916,244365.265625
6.238140417457305,242963.875
6.2618595825426935,243084.59375
6.285578747628083,242766.59375
6.309297912713472,242378.75
6.333017077798861,241668.109375
6.356736242884249,240129.859375
6.380455407969639,239137.578125
6.404174573055028,237449.5
6.427893738140416,235549.296875
6.451612903225806,234019.390625
6.475332068311195,233472.9375
6.4990512333965835,234871.359375
6.522770398481972,237032.390625
6.546489563567362,239352.359375
6.570208728652751,241800.796875
6.593927893738139,241551.171875
6.617647058823529,240845.953125
6.641366223908918,239883.59375
6.6650853889943065,238162.78125
6.688804554079695,236502.390625
6.712523719165085,235301.875
6.736242884250474,234232.0
6.759962049335862,233687.65625
6.783681214421252,232959.625
6.807400379506641,231905.484375
6.831119544592029,229920.546875
6.854838709677418,226651.90625
6.878557874762808,224240.21875
6.9022770398481965,221130.140625
6.925996204933585,219024.921875
6.949715370018975,219629.40625
6.973434535104364,222840.96875
6.997153700189752,225818.34375
7.020872865275141,228661.953125
7.044592030360531,231108.90625
7.0683111954459195,231900.6875
7.092030360531308,230179.3125
7.115749525616698,226582.71875
7.139468690702087,222361.078125
7.163187855787475,219979.46875
7.186907020872864,216596.8125
7.210626185958254,214236.5625
7.234345351043642,213265.078125
7.258064516129031,212934.171875
7.281783681214421,213298.5625
7.3055028462998095,214989.265625
7.329222011385198,214291.59375
7.352941176470587,211286.359375
7.376660341555977,210007.515625
7.400379506641365,208178.9375
7.424098671726754,206286.90625
7.447817836812144,207510.953125
7.4715370018975324,209558.265625
7.495256166982921,211237.890625
7.51897533206831,214811.40625
7.5426944971536996,217210.734375
7.566413662239088,217768.359375
7.590132827324477,217775.0
7.613851992409867,215607.78125
7.637571157495255,212488.59375
7.661290322580644,207579.328125
7.685009487666033,206313.6875
7.7087286527514225,203360.140625
7.732447817836811,203473.5
7.7561669829222,204740.953125
7.77988614800759,208754.796875
7.803605313092978,212698.28125
7.827324478178367,217319.5625
7.851043643263756,219652.78125
7.874762808349145,221544.515625
7.898481973434534,219398.71875
7.922201138519923,218623.859375
7.9459203036053125,212222.875
7.969639468690701,209118.84375
7.99335863377609,205200.15625
8.017077798861479,203010.59375
8.040796963946867,202635.828125
8.064516129032256,202872.40625
8.088235294117647,204507.34375
8.111954459203035,205303.75
8.135673624288424,206474.984375
8.159392789373813,207806.53125
8.183111954459202,207611.8125
8.20683111954459,206282.3125
8.23055028462998,203429.640625
8.25426944971537,201415.859375
8.277988614800758,199857.953125
8.301707779886147,199761.09375
8.325426944971536,199168.0
8.349146110056925,200376.09375
8.372865275142313,200446.34375
8.396584440227702,201421.015625
8.420303605313093,201388.765625
8.444022770398481,201119.640625
8.46774193548387,199426.0
8.491461100569259,197308.328125
8.515180265654648,196429.15625
8.538899430740036,196570.109375
8.562618595825425,196634.875
8.586337760910816,197191.359375
8.610056925996204,197523.015625
8.633776091081593,197898.859375
8.657495256166982,197329.34375
8.68121442125237,196506.015625
8.70493358633776,195524.75
8.728652751423148,194157.875
8.752371916508539,192342.59375
8.776091081593927,190922.796875
8.799810246679316,189746.46875
8.823529411764705,189431.515625
8.847248576850093,189547.703125
8.870967741935482,190976.484375
8.894686907020871,192866.5625
8.918406072106261,194263.859375
8.94212523719165,194285.765625
8.965844402277039,192598.8125
8.989563567362428,190510.796875
9.013282732447816,188836.28125
9.037001897533205,187803.984375
9.060721062618594,187466.125
9.084440227703984,186990.578125
9.108159392789373,187438.890625
9.131878557874762,187524.5625
9.15559772296015,188576.015625
9.17931688804554,189206.609375
9.203036053130928,189003.453125
9.226755218216317,189617.5
9.250474383301707,189230.265625
9.274193548387096,187863.5625
9.297912713472485,186597.140625
9.321631878557874,184619.265625
9.345351043643262,183771.953125
9.369070208728651,182617.390625
9.39278937381404,181524.125
9.41650853889943,179876.828125
9.440227703984819,178086.8125
9.463946869070208,175979.609375
9.487666034155597,173492.453125
9.511385199240985,171486.421875
9.535104364326374,170598.359375
9.558823529411763,170973.28125
9.582542694497153,170970.375
9.606261859582542,171971.28125
9.62998102466793,173911.875
9.65370018975332,176197.375
9.677419354838708,175732.5625
9.701138519924097,175550.140625
9.724857685009486,176347.59375
9.748576850094876,178098.890625
9.772296015180265,175845.75
9.796015180265654,173233.609375
9.819734345351042,174970.078125
9.843453510436431,179169.109375
9.86717267552182,179152.140625
9.890891840607209,176374.15625
9.9146110056926,173859.703125
9.938330170777988,172904.90625
9.962049335863377,170325.109375
9.985768500948765,167178.40625
10.009487666034154,165007.421875
10.033206831119543,165152.46875
10.056925996204932,165500.078125
10.080645161290322,166091.921875
10.10436432637571,167934.296875
10.1280834914611,169341.015625
10.151802656546488,169649.546875
10.175521821631877,168693.328125
10.199240986717266,166816.546875
10.222960151802654,164407.03125
10.246679316888045,162569.484375
10.270398481973434,159220.046875
10.294117647058822,158113.015625
10.317836812144211,158372.359375
10.3415559772296,160485.890625
10.365275142314989,161715.9375
10.388994307400377,163172.03125
10.412713472485768,164312.28125
10.436432637571157,165239.734375
10.460151802656545,164351.109375
10.483870967741934,163992.890625
10.507590132827323,162667.09375
10.531309297912712,161713.828125
10.5550284629981,161789.34375
10.578747628083491,162289.75
10.60246679316888,165014.71875
10.626185958254268,165961.390625
10.649905123339657,166307.484375
10.673624288425046,165816.140625
10.697343453510435,163514.84375
10.721062618595823,161485.875
10.744781783681214,159990.375
10.768500948766603,158270.609375
10.792220113851991,156881.640625
10.81593927893738,155964.921875
10.839658444022769,156408.46875
10.863377609108158,158555.609375
10.887096774193546,161788.046875
10.910815939278937,164865.875
10.934535104364326,165931.890625
10.958254269449714,165832.71875
10.981973434535103,163925.21875
11.005692599620492,161748.359375
11.02941176470588,160076.125
11.05313092979127,158240.03125
11.07685009487666,157152.296875
11.100569259962048,157104.6875
11.124288425047437,158295.265625
11.148007590132826,160309.671875
11.171726755218215,162462.09375
11.195445920303603,163347.703125
11.219165085388992,163381.875
11.242884250474383,162548.4375
11.266603415559771,162014.15625
11.29032258064516,161491.90625
11.314041745730549,160045.328125
11.337760910815938,159269.546875
11.361480075901326,156844.21875
11.385199240986715,156046.546875
11.408918406072106,157599.5
11.432637571157494,159400.21875
11.456356736242883,162546.890625
11.480075901328272,165544.171875
11.50379506641366,169314.90625
11.52751423149905,170815.84375
11.551233396584438,170853.328125
11.574952561669829,169432.1875
11.598671726755217,166473.203125
11.622390891840606,162588.515625
11.646110056925995,159164.578125
11.669829222011384,156346.359375
11.693548387096772,154051.46875
11.717267552182161,152649.890625
11.740986717267551,153633.1875
11.76470588235294,154425.8125
11.788425047438329,157166.5
11.812144212523718,158932.28125
11.835863377609106,159802.46875
11.859582542694495,161142.40625
11.883301707779884,162815.234375
11.907020872865274,164286.046875
11.930740037950663,165983.625
11.954459203036052,167116.546875
11.97817836812144,167177.421875
12.00189753320683,166706.15625
12.025616698292218,165558.71875
12.049335863377607,164818.21875
12.073055028462997,162644.9375
12.096774193548386,161007.1875
12.120493358633775,159015.515625
12.144212523719164,158384.96875
12.167931688804552,158588.671875
12.191650853889941,160286.25
12.21537001897533,162130.015625
12.23908918406072,164124.765625
12.262808349146109,165377.984375
12.286527514231498,166312.234375
12.310246679316887,165087.984375
12.333965844402275,163247.25
12.357685009487664,161111.9375
12.381404174573053,158861.6875
12.405123339658443,158810.046875
12.428842504743832,156472.34375
12.45256166982922,157281.578125
12.47628083491461,158595.703125
12.499999999999998,159701.8125
12.523719165085387,161200.3125
12.547438330170776,160905.046875
12.571157495256166,160195.953125
12.594876660341555,158824.953125
12.618595825426944,158441.453125
12.642314990512332,157765.421875
12.666034155597721,158096.921875
12.68975332068311,158636.1875
12.713472485768499,158986.46875
12.73719165085389,160178.4375
12.760910815939278,161205.734375
12.784629981024667,161506.875
12.808349146110055,159774.078125
12.832068311195444,158617.1875
12.855787476280833,155460.875
12.879506641366222,154682.28125
12.903225806451612,154364.375
12.926944971537,155246.765625
12.95066413662239,155480.4375
12.974383301707778,156795.234375
12.998102466793167,158186.46875
13.021821631878556,159674.734375
13.045540796963945,161120.5
13.069259962049335,161231.390625
13.092979127134724,160932.65625
13.116698292220113,160214.234375
13.140417457305501,158807.0
13.16413662239089,159029.265625
13.187855787476279,158927.8125
13.211574952561667,159618.375
13.235294117647058,158707.21875
13.259013282732447,158643.28125
13.282732447817835,158494.140625
13.306451612903224,157965.65625
13.330170777988613,156315.15625
13.353889943074002,155379.0
13.37760910815939,153742.5625
13.401328273244781,153231.234375
13.42504743833017,153278.171875
13.448766603415558,153861.71875
13.472485768500947,153973.046875
13.496204933586336,153237.4375
13.519924098671725,152691.640625
13.543643263757113,153107.375
13.567362428842504,153561.484375
13.591081593927893,153351.953125
13.614800759013281,153175.78125
13.63851992409867,153983.859375
13.662239089184059,154976.96875
13.685958254269448,155279.78125
13.709677419354836,155786.984375
13.733396584440227,155561.75
13.757115749525616,153866.84375
13.780834914611004,152156.28125
13.804554079696393,149041.765625
13.828273244781782,147260.3125
13.85199240986717,146099.4375
13.87571157495256,146137.40625
13.89943074003795,147644.671875
13.923149905123338,150167.28125
13.946869070208727,152850.109375
13.970588235294116,154915.71875
13.994307400379505,157061.703125
14.018026565464893,156408.015625
14.041745730550282,155439.078125
14.065464895635673,153172.046875
14.089184060721061,150609.875
14.11290322580645,148667.84375
14.136622390891839,146890.34375
14.160341555977228,146600.375
14.184060721062616,146359.34375
14.207779886148005,146316.390625
14.231499051233396,145702.484375
14.255218216318784,145376.875
14.278937381404173,146320.359375
14.302656546489562,149393.046875
14.32637571157495,152174.515625
14.35009487666034,154035.203125
14.373814041745728,153785.96875
14.397533206831119,153310.125
14.421252371916507,152691.546875
14.444971537001896,154082.140625
14.468690702087285,154735.5625
14.492409867172674,151765.4375
14.516129032258062,146632.234375
14.539848197343451,140899.953125
14.563567362428842,138826.640625
14.58728652751423,142449.515625
14.611005692599619,146424.78125
14.634724857685008,146660.546875
14.658444022770396,143564.265625
14.682163187855785,136206.640625
